"","id","StartDate","EndDate","studytime","bottest_filter","handw","discomfort1_1","discomfort1_2","discomfort1_3","discomfort1_4","discomfort1_5","discomfort1_6","discomfort1_7","discomfort1_8","dginstrux","comp2","fairQ","fairQ_rt_First.Click","fairQ_rt_Last.Click","fairQ_rt_Page.Submit","fairQ_rt_Click.Count","assignrt_First.Click","assignrt_Last.Click","assignrt_Page.Submit","assignrt_Click.Count","forced","preventRT_First.Click","preventRT_Last.Click","preventRT_Page.Submit","preventRT_Click.Count","comp1","r1_rt_First.Click","r1_rt_Last.Click","r1_rt_Page.Submit","r1_rt_Click.Count","dg1","dg1_rt_First.Click","dg1_rt_Last.Click","dg1_rt","dg1_rt_Click.Count","r2_rt_First.Click","r2_rt_Last.Click","r2_rt_Page.Submit","r2_rt_Click.Count","dg2","dg2_rt_First.Click","dg2_rt_Last.Click","dg2_rt","dg2_rt_Click.Count","r3_rt_First.Click","r3_rt_Last.Click","r3_rt_Page.Submit","r3_rt_Click.Count","dg3","dg3_rt_First.Click","dg3_rt_Last.Click","dg3_rt","dg3_rt_Click.Count","r4_rt_First.Click","r4_rt_Last.Click","r4_rt_Page.Submit","r4_rt_Click.Count","dg4","dg4_rt_First.Click","dg4_rt_Last.Click","dg4_rt","dg4_rt_Click.Count","r5_rt_First.Click","r5_rt_Last.Click","r5_rt_Page.Submit","r5_rt_Click.Count","dg5","dg5_rt_First.Click","dg5_rt_Last.Click","dg5_rt","dg5_rt_Click.Count","num1","num2","num3","num4","num5","num6","num7","num8a","num8b","num9","num10","num11","num12","num13","num14","compcheck","Guess","memQrt_First.Click","memQrt_Last.Click","memQrt_Page.Submit","memQrt_Click.Count","conf","discomfort3_1","discomfort3_2","discomfort3_3","discomfort3_4","discomfort3_5","discomfort3_6","discomfort3_7","discomfort3_8","responsible","gender","age","deception1","deception2","feedbackexcl","dgXP","id.1","dg1.1","dg2.1","dg3.1","dg4.1","dg5.1","Numeracy","DGAverage","AveRT","GuessVsAve","GuessVsAveA","DG.stdev","FairVsActual","discomfort_t1","discomfort_t2","diss","posA_t1","posA_t2","posAdiff"
"218",219,"7/12/19 7:52","7/12/19 8:04",12,1,"regular old put a stamp on it                                                    
 mail mail.
If you can't be there in person,
send a letter.
And if you have trouble finding
the time, let us help you !",5,5,6,5,5,5,6,6,"I have carefully read and understand the instructions above.",FALSE,60,7.645,7.645,8.996,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",0.978,0.978,50.345,1,FALSE,0,0,3.007,0,40,2.528,2.528,3.531,1,0,0,3.009,0,50,2.19,2.19,3.456,1,0,0,3.142,0,40,5.927,5.927,7.362,1,0,0,3.109,0,60,2.757,2.757,3.762,1,0,0,3.008,0,30,2.407,4.154,5.467,2,"14","45","14","1 in 1000","10%","1","1","75","854","45","657","1 in 37 chance","57","14","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",75,1.153,1.908,2.828,2,5,4,5,4,5,5,5,6,6,5,"Female",25,1,1,1,4,103,40,50,40,60,30,2,44,4.7156,31,31,11.4017542509914,16,5.33333333333333,4.33333333333333,-1,5.4,5.4,0
"220",221,"7/12/19 7:54","7/12/19 8:04",10,1,"If you can't be there in person, send a letter.",2,5,5,4,5,4,3,2,"I have carefully read and understand the instructions above.",FALSE,40,8.176,8.176,12.392,1,0,0,2.01,0,"I have carefully read and understand the instructions above.",16.627,16.627,18.264,1,FALSE,0,0,3.115,0,50,3.858,3.858,4.931,1,0,0,3.008,0,50,1.867,1.867,3.481,1,0,0,3.009,0,50,1.491,1.491,2.629,1,0,0,3.009,0,50,1.784,1.784,3.837,1,0,0,3.01,0,50,1.878,1.878,3.006,1,"500","10","0.1","1 in 10","10%","2%","1 in 50","10","100","20","5","1 in 12 chance","10%","60%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,4.595,6.776,12.586,2,7,2,5,4,5,5,4,2,3,1,"Male",29,1,1,1,1,136,50,50,50,50,50,12,50,3.5768,0,0,0,-10,4,3.66666666666667,-0.333333333333333,3.6,3.8,0.2
"221",222,"7/12/19 7:50","7/12/19 8:04",14,1,"If you can't be there in person, send a letter.",3,2,3,4,4,6,5,4,"I have carefully read and understand the instructions above.",FALSE,50,6.634,6.634,13.741,1,0,0,2.009,0,"I have carefully read and understand the instructions above.",55.055,55.055,55.965,1,FALSE,0,0,3.007,0,50,4.754,4.754,5.815,1,0,0,3.108,0,50,5.824,5.824,6.612,1,0,0,3.006,0,50,2.502,2.502,3.389,1,0,0,3.108,0,50,2.283,2.283,3.247,1,0,0,3.008,0,50,2.249,2.249,3.55,1,"500","10","0.5","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.935,4.923,6.433,2,7,5,4,4,5,5,6,3,5,4,"Male",38,1,1,1,1,158,50,50,50,50,50,14,50,4.5226,0,0,0,0,2.66666666666667,4.33333333333333,1.66666666666667,4.6,4.8,0.2
"225",226,"7/12/19 7:53","7/12/19 8:04",11,1,"If you can'y be their in person, send a letter.",1,2,1,6,7,7,6,6,"I have carefully read and understand the instructions above.",TRUE,40,5.008,5.008,5.889,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",16.851,16.851,21.162,1,TRUE,0,0,3.01,0,50,3.329,3.329,4.282,1,0,0,3.005,0,50,4.18,4.18,5.144,1,0,0,3.106,0,50,1.807,1.807,3.056,1,0,0,3.107,0,50,2.44,2.44,3.545,1,0,0,3.006,0,50,1.382,1.382,2.018,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.05,3.652,5.157,2,7,1,1,1,5,7,7,6,6,6,"Female",24,1,1,1,1,629,50,50,50,50,50,13,50,3.609,0,0,0,-10,1.33333333333333,1,-0.333333333333333,6.4,6.2,-0.2
"226",227,"7/12/19 7:52","7/12/19 8:04",12,1,"If you can't be there in person, send a letter.",1,1,1,6,6,4,4,3,"I have carefully read and understand the instructions above.",FALSE,50,6.052,6.052,7.073,1,0,0,2.014,0,"I have carefully read and understand the instructions above.",0.86,14.617,15.514,15,FALSE,0,0,3.012,0,50,3.527,3.527,4.396,1,0,0,3.01,0,50,3.475,3.475,4.3,1,0,0,3.116,0,50,2.646,2.646,3.491,1,0,0,3.013,0,50,2.192,2.192,2.983,1,0,0,3.014,0,50,2.253,2.253,3.019,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.536,3.001,4.076,2,7,1,1,1,6,6,4,4,3,1,"Male",57,1,1,1,2,195,50,50,50,50,50,14,50,3.6378,0,0,0,0,1,1,0,4.6,4.6,0
"227",228,"7/12/19 7:50","7/12/19 8:04",14,1,"mail mail.",5,5,5,5,5,5,5,5,"I have carefully read and understand the instructions above.",TRUE,30,2.786,3.875,4.543,2,0,0,2.006,0,"I have carefully read and understand the instructions above.",0.833,12.212,13.324,2,FALSE,0,0,3.006,0,50,4.233,4.233,5.088,1,0,0,3.006,0,50,1.284,2.73,3.396,2,0,0,3.106,0,50,1.274,1.274,1.974,1,0,0,3.006,0,50,0.771,1.175,2.001,2,0,0,3.006,0,50,5.211,5.211,6.352,1,"500","100","1%","1 in 10","10%","2%","2%","1","100","20%","50","1 in 12 chance","10%","64%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",40,11.89,11.89,12.68,1,5,5,5,5,5,5,5,5,5,5,"Male",23,1,1,1,2,450,50,50,50,50,50,10,50,3.7622,-10,10,0,-20,5,5,0,5,5,0
"228",229,"7/12/19 7:44","7/12/19 8:04",20,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,7,7,"I have carefully read and understand the instructions above.",TRUE,0,139.048,139.048,141.06,1,0,0,2.011,0,"I have carefully read and understand the instructions above.",23.229,23.229,25.023,1,FALSE,0,0,3.011,0,30,11.002,11.002,13.256,1,0,0,3.011,0,30,10.589,10.589,13.715,1,0,0,3.11,0,30,3.429,3.429,5.277,1,0,0,3.109,0,30,3.201,3.201,6.173,1,0,0,3.111,0,30,3.401,3.401,6.844,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","5.5","64","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",30,9.1,21.049,22.922,5,7,1,1,1,7,7,7,7,7,1,"Male",38,1,1,1,1,653,30,30,30,30,30,13,30,9.053,0,0,0,-30,1,1,0,7,7,0
"233",234,"7/12/19 7:45","7/12/19 8:05",20,1,"if you can't be there in person,send a letter",1,3,4,6,6,6,6,4,"I have carefully read and understand the instructions above.",TRUE,80,8.217,8.217,8.957,1,0,0,2.012,0,"I have carefully read and understand the instructions above.",20.907,22.258,22.579,2,FALSE,0,0,3.11,0,10,6.268,6.268,8.324,1,0,0,3.011,0,10,4.409,4.409,5.348,1,0,0,3.113,0,10,2.491,2.491,3.3,1,0,0,3.012,0,0,3.241,4.271,4.873,2,0,0,3.111,0,0,1.481,1.481,2.61,1,"500","1","0.01","1 in 10","10%","2","1 in 50","10","100","20","5","1 in 12 chance","18","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",10,5.453,18.688,25.937,6,2,5,5,5,5,6,4,3,4,5,"Male",31,1,1,1,2,320,10,10,10,0,0,11,6,4.891,4,4,5.47722557505166,74,2.66666666666667,5,2.33333333333333,5.6,4.4,-1.2
"234",235,"7/12/19 7:54","7/12/19 8:05",11,1,"mail mail.",1,1,1,2,7,7,4,7,"I have carefully read and understand the instructions above.",FALSE,50,7.158,7.158,7.859,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",16.335,16.335,17.331,1,FALSE,0,0,3.009,0,50,3.333,3.333,5.216,1,0,0,3.006,0,50,2.529,2.529,3.334,1,0,0,3.106,0,50,1.968,1.968,2.768,1,0,0,3.006,0,50,1.767,1.767,2.469,1,0,0,3.008,0,50,1.962,1.962,2.676,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,3.858,6.989,7.933,2,7,1,1,1,7,7,7,6,7,7,"Female",36,1,1,1,1,127,50,50,50,50,50,14,50,3.2926,0,0,0,0,1,1,0,5.4,6.8,1.4
"235",236,"7/12/19 7:45","7/12/19 8:05",20,1,"If you can't be there in person, send a letter.",2,2,2,4,4,4,3,3,"I have carefully read and understand the instructions above.",FALSE,50,10.31,10.31,16.502,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",37.77,51.004,52.05,3,FALSE,0,0,3.008,0,10,6.402,6.402,13.027,1,0,0,3.111,0,10,4.432,4.432,7.326,1,0,0,3.021,0,10,3.818,3.818,6.144,1,0,0,3.021,0,10,2.75,2.75,4.749,1,0,0,3.009,0,10,3.074,3.074,4.843,1,"500","10","0.5","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","16","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",10,2.267,7.634,9.617,5,5,2,2,2,4,4,4,4,4,1,"Female",55,1,1,1,1,438,10,10,10,10,10,12,10,7.2178,0,0,0,40,2,2,0,3.6,4,0.4
"237",238,"7/12/19 7:53","7/12/19 8:05",12,1,"If you can't be there in person, send a letter.",3,3,2,4,6,6,3,4,"I have carefully read and understand the instructions above.",FALSE,50,5.22,5.22,7.621,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",22.973,22.973,26.77,1,FALSE,0,0,3.006,0,30,4.388,4.388,5.698,1,0,0,3.007,0,30,3.42,3.42,4.223,1,0,0,3.106,0,40,2.317,2.317,3.345,1,0,0,3.007,0,20,1.802,1.802,2.562,1,0,0,3.007,0,20,2.055,2.055,2.983,1,"500","100","10","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",30,1.079,3.958,5.144,2,6,5,4,4,3,4,3,3,3,1,"Male",25,1,1,1,2,174,30,30,40,20,20,11,28,3.7622,2,2,8.36660026534076,22,2.66666666666667,4.33333333333333,1.66666666666667,4.6,3.2,-1.4
"239",240,"7/12/19 7:49","7/12/19 8:05",16,1,"mail mail.",1,1,1,6,6,7,7,6,"I have carefully read and understand the instructions above.",FALSE,10,10.838,10.838,21.654,1,0,0,2.124,0,"I have carefully read and understand the instructions above.",3.906,31.25,32.468,2,FALSE,0,0,3.021,0,50,5.599,5.599,10.487,1,0,0,3.019,0,50,3.533,3.533,6.454,1,0,0,3.022,0,50,6.908,6.908,8.066,1,0,0,3.127,0,50,5.894,5.894,7.413,1,0,0,3.019,0,50,1.809,1.809,2.693,1,"500","10","0.1","1 in 10","10%","20","2","10","100","5","0","1 in 12 chance","10","7","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",50,5.592,13.282,14.042,2,6,1,1,1,6,6,7,6,7,7,"Female",35,1,1,1,1,608,50,50,50,50,50,9,50,7.0226,0,0,0,-40,1,1,0,6.4,6.4,0
"241",242,"7/12/19 7:45","7/12/19 8:05",20,1,"If you can't be there in person,send a letter.",6,3,2,6,6,5,5,6,"I have carefully read and understand the instructions above.",FALSE,20,9.059,10.702,13.459,5,0,0,2.01,0,"I have carefully read and understand the instructions above.",25.721,25.721,37.362,1,FALSE,0,0,3.014,0,50,13.455,13.455,14.663,1,0,0,3.011,0,50,2.603,2.603,3.872,1,0,0,3.114,0,50,2.346,2.346,4.01,1,0,0,3.008,0,50,3.233,3.233,4.225,1,0,0,3.009,0,50,2.315,2.315,3.244,1,"500","1","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","82","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.575,2.185,3.497,2,7,2,3,3,6,6,6,6,6,1,"Female",39,1,1,1,2,186,50,50,50,50,50,13,50,6.0028,0,0,0,-30,3.66666666666667,2.66666666666667,-1,5.6,6,0.4
"242",243,"7/12/19 7:56","7/12/19 8:05",9,1,"regular old put-a-stamp-on-it mail mail. If you can't be there in person,send a letter.And if you have trouble finding the time,let us help you!",6,5,6,6,5,6,6,6,"I have carefully read and understand the instructions above.",TRUE,70,1.978,1.978,2.82,1,0,0,2.106,0,"I have carefully read and understand the instructions above.",1.079,1.079,6.342,1,TRUE,0,0,3.007,0,20,0.872,10.396,11.594,4,0,0,3.006,0,20,2.712,2.712,3.74,1,0,0,3.006,0,20,2.156,4.923,6.012,5,0,0,3.008,0,20,2.569,2.569,3.523,1,0,0,3.006,0,20,2.183,3.521,4.747,2,"7","10","1","1 in 10","10%","2","2","10","100","20","500","1 in 12 chance","50","11","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall keeping",70,1.074,2.055,3.117,2,6,4,6,4,4,5,5,4,5,6,"Female",27,1,1,1,4,366,20,20,20,20,20,10,20,5.9232,50,50,0,50,5.66666666666667,4.66666666666667,-1,5.8,4.6,-1.2
"243",244,"7/12/19 7:57","7/12/19 8:06",9,1,"If you can't be there in person, send a letter.",6,6,7,7,7,5,4,2,"I have carefully read and understand the instructions above.",TRUE,40,5.671,7.751,8.419,2,0,0,2.006,0,"I have carefully read and understand the instructions above.",10.982,10.982,11.783,1,FALSE,0,0,3.009,0,10,7.072,8.097,8.884,2,2.915,2.915,3.107,1,10,2.356,2.356,3.169,1,0,0,3.007,0,50,1.815,1.815,2.5,1,0,0,3.007,0,10,1.401,2.235,2.5,2,0,0,3.007,0,10,1.298,1.298,1.999,1,"60","0.001","1%","1 in 10","10%","2%","2/100","10","100","5","50","1 in 12 chance","1%","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",18,0.709,4.041,5.129,3,6,6,6,7,7,7,5,4,4,1,"Female",32,1,1,1,2,167,10,10,50,10,10,7,18,3.8104,0,0,17.8885438199983,22,6.33333333333333,6.33333333333333,0,5,5.4,0.4
"244",245,"7/12/19 7:46","7/12/19 8:06",20,1,"If you can't be there in person, send a letter.",1,1,1,6,6,5,4,6,"I have carefully read and understand the instructions above.",FALSE,50,15.228,15.228,16.45,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",22.406,22.406,23.465,1,FALSE,0,0,3.007,0,100,6.118,6.118,13.081,1,0,0,3.009,0,100,3.539,3.539,5.297,1,0,0,3.01,0,100,2.778,2.778,4.188,1,0,0,3.009,0,100,3.213,3.213,4.137,1,0,0,3.007,0,100,2.905,2.905,3.7,1,"500","10","0.10%","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","90%","64%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",100,3.58,5.692,6.871,2,7,1,1,1,7,7,6,5,6,1,"Female",44,1,1,1,1,501,100,100,100,100,100,15,100,6.0806,0,0,0,-50,1,1,0,5.4,6.2,0.8
"246",247,"7/12/19 7:52","7/12/19 8:06",14,1,"If you can't be there in person, send a letter.",2,1,3,6,6,5,1,3,"I have carefully read and understand the instructions above.",FALSE,0,9.802,17.287,20.504,2,0,0,2.107,0,"I have carefully read and understand the instructions above.",12.249,24.743,25.668,3,FALSE,0,0,3.106,0,50,4.007,4.007,6.996,1,0,0,3.11,0,50,3.116,3.116,5.891,1,0,0,3.005,0,50,2.344,2.344,3.746,1,0,0,3.008,0,50,2.026,2.026,2.888,1,0,0,3.007,0,50,2.231,2.231,5.277,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,2.101,4.5,11.056,2,7,1,1,1,6,7,7,3,1,1,"Male",23,1,1,1,2,142,50,50,50,50,50,13,50,4.9596,0,0,0,-50,2,1,-1,4.2,4.8,0.6
"247",248,"7/12/19 7:54","7/12/19 8:06",12,1,"If you can't be there in person, send a letter.",2,4,6,4,5,6,4,6,"I have carefully read and understand the instructions above.",TRUE,20,11.047,11.047,11.982,1,0,0,2.007,0,"I have carefully read and understand the instructions above.",20.983,20.983,22.006,1,FALSE,0,0,3.008,0,60,5.495,5.495,6.164,1,0,0,3.008,0,40,3.792,3.792,4.514,1,0,0,3.007,0,30,4.24,4.24,5.224,1,0,0,3.007,0,30,3.885,3.885,4.65,1,0,0,3.107,0,60,2.617,2.617,3.506,1,"500","1","1","1 in 10","10%","4","4","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",45,15.459,15.459,16.575,1,4,4,4,6,5,6,6,4,4,1,"Female",38,1,1,1,2,527,60,40,30,30,60,9,44,4.8116,1,1,15.1657508881031,-24,4,4.66666666666667,0.666666666666667,5,5,0
"248",249,"7/12/19 7:54","7/12/19 8:06",12,1,"If you can't be there in person, send a letter.",1,1,1,2,2,1,1,2,"I have carefully read and understand the instructions above.",FALSE,70,8.127,8.127,9.418,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",117.917,147.261,149.866,4,FALSE,0,0,3.005,0,100,4.57,5.54,6.487,2,0,0,3.106,0,80,16.576,16.576,17.236,1,0,0,3.005,0,90,22.206,22.606,23.217,2,0,0,3.11,0,80,14.076,14.076,14.759,1,0,0,3.106,0,90,1.527,1.527,2.107,1,"500","10","0.1","1 in 10","10%","2","2","10","1","20","5","1 in 12 chance","18","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",87,2.176,6.393,8.333,2,5,1,1,1,2,2,2,1,2,1,"Female",28,1,1,1,2,96,100,80,90,80,90,12,88,12.7612,-1,1,8.36660026534076,-18,1,1,0,1.6,1.8,0.2
"249",250,"7/12/19 7:53","7/12/19 8:06",13,1,"If you can't be there in person, send a letter.",3,3,3,5,5,3,2,3,"I have carefully read and understand the instructions above.",FALSE,50,9.148,9.148,10.907,1,0,0,2.014,0,"I have carefully read and understand the instructions above.",20.714,20.714,26.382,1,FALSE,0,0,3.107,0,40,3.803,3.803,5.239,1,0,0,3.006,0,40,3.22,3.22,4.599,1,0,0,3.021,0,20,2.614,2.614,4.405,1,0,0,3.116,0,20,5.327,5.327,6.449,1,0,0,3.015,0,10,5.812,5.812,7.612,1,"500","10","0.1","1 in 10","10%","2","2 in 100","10","100","20","0.5","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",33,3.525,42.407,43.77,4,6,4,3,3,5,5,4,3,4,1,"Female",41,1,1,1,2,287,40,40,20,20,10,12,26,5.6608,7,7,13.4164078649987,24,3,3.33333333333333,0.333333333333333,3.6,4.2,0.6
"253",254,"7/12/19 7:47","7/12/19 8:06",19,1,"If you can´t be there inperson, send a letter.",1,1,1,4,6,4,4,4,"I have carefully read and understand the instructions above.",FALSE,10,11.761,11.761,20.68,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",36.716,36.716,38.971,1,FALSE,0,0,3.107,0,40,8.148,8.148,10.461,1,0,0,3.108,0,60,5.548,5.548,6.572,1,0,0,3.107,0,50,4.301,4.301,6.155,1,0,0,3.007,0,50,4.919,4.919,6.441,1,0,0,3.109,0,30,3.85,3.85,5.531,1,"500","10","1","1 in 10","10%","2","2","10","100","20","0.2","1 in 12 chance","18","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,9.413,13.069,14.435,4,4,2,2,2,6,6,5,4,4,1,"Female",51,1,1,1,1,587,40,60,50,50,30,12,46,7.032,4,4,11.4017542509914,-36,1,2,1,4.4,5,0.6
"256",257,"7/12/19 7:55","7/12/19 8:06",11,1,"If you can't be there in person, send a letter.",2,5,4,6,6,6,4,6,"I have carefully read and understand the instructions above.",FALSE,10,10.673,10.673,12.376,1,0,0,2.106,0,"I have carefully read and understand the instructions above.",24.885,24.885,26.083,1,FALSE,0,0,3.106,0,40,6.476,6.476,11.97,1,0,0,3.106,0,30,3.465,3.465,5.289,1,0,0,3.005,0,10,2.998,2.998,4.793,1,0,0,3.005,0,30,2.985,2.985,4.288,1,0,0,3.005,0,30,2.996,2.996,4.626,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",22,8.996,12.54,13.752,2,6,4,5,2,6,7,6,6,6,1,"Male",56,1,1,1,2,681,40,30,10,30,30,13,28,6.1932,-6,6,10.9544511501033,-18,3.66666666666667,3.66666666666667,0,5.6,6.2,0.600000000000001
"259",260,"7/12/19 8:01","7/12/19 8:06",5,1,"If you can't be there in person, send a letter.",2,2,2,6,5,6,6,6,"I have carefully read and understand the instructions above.",TRUE,50,0.848,3.8,4.614,6,1.093,1.093,2.007,1,"I have carefully read and understand the instructions above.",0.657,1.853,6.515,2,TRUE,0.594,0.594,3.069,1,50,0.857,7.087,7.714,3,0.505,1.167,3.006,2,50,0.945,2.718,3.022,3,0.639,0.639,3.006,1,50,0.492,1.193,1.992,3,0.36,0.36,3.007,1,50,1.217,1.217,2.044,1,0,0,3.006,0,50,0.713,1.856,2.537,4,"500","100","0.1","1 in 1000","10%","2","200","10","100","20","0.0002","1 in 12 chance","10","16","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",61,0.608,1.335,3.404,3,5,2,2,2,6,6,6,6,6,5,"Male",37,1,1,1,4,132,50,50,50,50,50,8,50,3.4618,11,11,0,0,2,2,0,5.8,6,0.2
"260",261,"7/12/19 7:53","7/12/19 8:06",13,1,"If you can't be there in person, send a letter. ",3,5,3,5,5,6,4,1,"I have carefully read and understand the instructions above.",FALSE,50,7.801,7.801,9.769,1,0,0,2.11,0,"I have carefully read and understand the instructions above.",26.671,26.671,27.92,1,FALSE,0,0,3.114,0,50,4.615,4.615,9.755,1,0,0,3.01,0,50,2.901,2.901,4.742,1,0,0,3.009,0,50,2.357,2.357,4.119,1,0,0,3.007,0,50,2.048,2.048,2.953,1,0,0,3.106,0,50,2.071,2.071,3.54,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,3.258,7.982,13.163,2,7,2,5,5,4,5,6,1,1,1,"Female",37,1,1,1,3,278,50,50,50,50,50,14,50,5.0218,0,0,0,0,3.66666666666667,4,0.333333333333333,4.2,3.4,-0.8
